name,sex,sector,total
ארתיום,M,Jewish,21
רואסי,F,Muslim,21
אנטול,M,Jewish,21
רותי,F,Muslim,21
מנארה,F,Muslim,21
לניר,M,Jewish,21
נברו,F,Jewish,21
נהאל,F,Druze,21
מונג'ד,M,Druze,21
הונידה,F,Christian-Arab,21
הומאם,M,Muslim,21
רודא,F,Muslim,21
ארל,M,Jewish,21
רוג'אן,F,Muslim,21
זריהון,M,Jewish,21
עאייד,M,Muslim,21
אטאר,F,Muslim,21
מקלוף,M,Jewish,21
סוקראט,M,Druze,21
מוח'תאר,M,Muslim,21
סבלה,F,Jewish,21
קאתיה,F,Christian-Arab,21
כולוד,F,Muslim,21
נינאל,F,Jewish,21
מירבי,F,Jewish,21
קארולין,F,Muslim,21
דודו,F,Jewish,21
אינדה,F,Jewish,21
רוואה,F,Muslim,21
רוהיפה,F,Muslim,21
נדיה,F,Druze,21
אודל,M,Jewish,21
מחמאד,M,Muslim,21
מחול,F,Jewish,21
אנס,F,Druze,21
תובא,F,Muslim,21
ויולה,F,Christian-Arab,21
ויטלינה,F,Jewish,21
תלגה,F,Muslim,21
זפירה,F,Jewish,21
ליין,F,Jewish,21
לייבל,M,Jewish,21
היבאת,F,Muslim,21
היות,F,Jewish,21
הייל,M,Muslim,21
עמל,F,Muslim,21
מזול,F,Jewish,21
טוביאו,F,Jewish,21
פיליב,M,Christian-Arab,21
טאלל,M,Muslim,21
דאניל,M,Druze,21
סמואל,M,Muslim,21
סהיל,M,Muslim,21
תאופיקה,F,Muslim,21
אסינת,F,Muslim,21
אסטריה,F,Jewish,21
איעד,M,Muslim,21
רון,M,Christian-Arab,21
רומיק,M,Jewish,21
אקי,M,Jewish,21
נגלא,F,Christian-Arab,21
אקראם,M,Muslim,21
מליזה,F,Jewish,21
הילין,F,Christian-Arab,21
זמנאיי,F,Jewish,21
מולדת,F,Jewish,21
נגיבה,F,Muslim,21
אפתח'אר,F,Muslim,21
לילאן,F,Jewish,21
גבעון,M,Jewish,21
גביר,M,Jewish,21
גבריה,M,Jewish,21
גבריאלה,F,Christian-Arab,21
סיאמק,M,Jewish,21
פירחיה,F,Jewish,21
ישיטו,F,Jewish,21
זאביק,M,Jewish,21
ניעאם,F,Muslim,21
כאייד,M,Muslim,21
שירז,M,Jewish,21
יוריק,M,Jewish,21
אסתרלה,F,Jewish,21
רויד,M,Muslim,21
אינתסר,F,Muslim,21
טרקיין,M,Jewish,21
יאודה,M,Jewish,21
עלמה,F,Muslim,21
אסמרו,M,Jewish,21
שאוק,F,Muslim,21
אסקר,M,Jewish,21
סולף,F,Muslim,21
סולנז,F,Jewish,21
נגוס,M,Jewish,21
סלו,M,Jewish,21
מסרשה,F,Jewish,21
פרדה,F,Jewish,21
רניא,F,Muslim,21
מדלן,F,Christian-Arab,21
חוסרו,M,Jewish,21
קפא,F,Muslim,21
קנוע,F,Muslim,21
ברנדית,F,Christian-Arab,21
לואא,F,Muslim,21
איילן,F,Druze,21
שושה,F,Jewish,21
פרזד,M,Jewish,21
וראד,M,Muslim,21
ורדי,F,Muslim,21
פרדריקה,F,Jewish,21
ורדי,F,Jewish,21
גליתי,F,Jewish,21
אוריתי,F,Jewish,21
אבאינש,F,Jewish,20
תע'ריד,F,Muslim,20
אבוהאי,M,Jewish,20
אבזה,F,Jewish,20
ווינשט,F,Jewish,20
ווללה,F,Jewish,20
מהבש,F,Jewish,20
אלכסנדרינה,F,Jewish,20
אלמועתז,M,Muslim,20
שמעה,F,Muslim,20
אורני,F,Jewish,20
דלידה,F,Muslim,20
ברכי,F,Jewish,20
זולפה,F,Muslim,20
נח'לה,M,Christian-Arab,20
מסא,F,Muslim,20
סוסו,M,Jewish,20
מנר,F,Muslim,20
מנפרד,M,Jewish,20
תסניים,F,Muslim,20
פכריה,F,Muslim,20
שפראו,M,Jewish,20
ניקולא,M,Jewish,20
גדי,M,Christian-Arab,20
גובראן,M,Christian-Arab,20
ישיוואס,M,Jewish,20
גודי,M,Muslim,20
מולויה,F,Jewish,20
תיה,F,Jewish,20
כאוכב,F,Christian-Arab,20
צליק,M,Jewish,20
ניצבת,F,Jewish,20
מקסימה,F,Jewish,20
מחאר,F,Muslim,20
מייאל,F,Jewish,20
אינתסאר,F,Druze,20
פיימן,M,Jewish,20
רוזיית,F,Christian-Arab,20
אקיף,M,Jewish,20
הלנה,F,Muslim,20
טרוסאו,F,Jewish,20
סהיר,M,Druze,20
זקריאת,F,Muslim,20
אסול,F,Jewish,20
נג'לה,F,Druze,20
נגסה,M,Jewish,20
רוזאן,F,Jewish,20
רוזאלין,F,Christian-Arab,20
זנאש,F,Jewish,20
יאלאו,M,Jewish,20
אפקאר,F,Muslim,20
יזאנו,F,Jewish,20
מוחסין,M,Muslim,20
ארין,F,Druze,20
טיאב,F,Muslim,20
סיליה,F,Druze,20
זמנה,F,Jewish,20
לייבה,M,Jewish,20
אינסף,F,Muslim,20
שבו,M,Jewish,20
אינייה,F,Jewish,20
יאנה,F,Christian-Arab,20
גאזי,M,Christian-Arab,20
מזייד,M,Druze,20
גאלדה,F,Jewish,20
קאייס,M,Muslim,20
טאטינה,F,Jewish,20
טהור,M,Jewish,20
ארנולדו,M,Jewish,20
אוטאן,F,Muslim,20
מירבל,F,Jewish,20
פיזה,F,Druze,20
דוד,F,Jewish,20
ליפה,M,Jewish,20
אסילה,F,Muslim,20
מיליא,F,Christian-Arab,20
דאנייה,F,Muslim,20
אטילה,M,Jewish,20
מחבובה,F,Muslim,20
גוזפין,F,Jewish,20
עבדלרחים,M,Muslim,20
מסעוד,M,Christian-Arab,20
נרקיס,F,Muslim,20
גויס,F,Christian-Arab,20
הופ,F,Jewish,20
שבלי,M,Druze,20
אינדלאו,M,Jewish,20
ארלית,F,Christian-Arab,20
ליונאל,M,Jewish,20
ארני,M,Jewish,20
רוסתם,M,Muslim,20
לליטה,F,Jewish,20
לליה,F,Jewish,20
רוסיילה,F,Muslim,20
רוסלין,F,Jewish,20
סימור,F,Jewish,20
חלדיה,F,Muslim,20
סטלינה,F,Jewish,20
סוקיינה,F,Muslim,20
מקוריה,M,Jewish,20
פידא,M,Druze,20
פטלוורק,F,Jewish,20
מוח'לס,M,Christian-Arab,20
מוזל,F,Jewish,20
רזאל,M,Jewish,20
רות,F,Christian-Arab,20
אניל,F,Jewish,20
למיתא,F,Christian-Arab,20
למלמו,M,Jewish,20
לסטר,M,Jewish,20
לניר,F,Jewish,20
לנור,F,Jewish,20
לנוי,F,Jewish,20
נהאיה,F,Druze,20
אינגדאו,M,Jewish,20
יאר,F,Jewish,20
מסטפה,M,Muslim,20
אינאדיס,F,Jewish,20
אודאי,M,Muslim,20
צהאיי,F,Jewish,20
אחמיד,M,Muslim,20
מחריבן,F,Jewish,20
גרמה,M,Jewish,20
גרלדין,F,Jewish,20
ייבגני,M,Jewish,20
שנטאל,F,Jewish,20
רואל,M,Jewish,20
ליבל,F,Jewish,20
רואה,M,Jewish,20
מיעאד,F,Muslim,20
וליה,F,Jewish,20
קוותר,F,Muslim,20
הודל,F,Jewish,20
נהונד,F,Muslim,20
הת'ר,F,Jewish,20
מרסיל,F,Muslim,20
אנז'לינה,F,Jewish,20
רחלית,F,Jewish,20
אנדרה,M,Christian-Arab,20
לתין,F,Druze,20
אביחן,M,Jewish,20
מירצה,M,Jewish,20
רדן,F,Muslim,20
שדמית,F,Jewish,20
ניזמי,M,Jewish,20
איבתיהאל,F,Muslim,20
סרל,F,Jewish,20
ג'ם,M,Jewish,20
מונטסר,M,Muslim,20
טספיה,M,Jewish,20
צ'מרה,M,Jewish,20
צ'לצ'או,M,Jewish,20
שלום-שי,M,Jewish,20
פתון,F,Muslim,20
יקו,M,Jewish,20
פנינת,F,Jewish,20
גרטרוד,F,Jewish,20
פלילה,F,Jewish,20
אנאהיד,F,Muslim,20
עדלה,F,Christian-Arab,20
זוהאד,F,Muslim,20
עבודי,M,Muslim,20
ניהאל,F,Druze,20
הולואגרש,F,Jewish,20
רידה,M,Muslim,20
נאנסי,F,Jewish,20
ריבל,F,Jewish,20
אנג'לה,F,Muslim,20
נאפד,M,Muslim,20
אנגלינה,F,Christian-Arab,20
מרצל,F,Jewish,20
סלטאנה,F,Muslim,20
סלחה,F,Jewish,20
מילין,F,Muslim,20
מנואה,F,Muslim,20
ג'יאנה,F,Druze,20
בדיר,M,Muslim,20
רג'אא,F,Druze,20
לי-עד,F,Jewish,20
הבת,F,Muslim,20
סאומר,M,Druze,20
סאומהון,F,Jewish,20
אנבר,M,Jewish,20
גורי,F,Druze,20
מיראי,F,Christian-Arab,20
ז'ורז'ט,F,Jewish,20
נאית,F,Jewish,20
זימרת,F,Jewish,20
בודור,F,Muslim,20
בובי,M,Jewish,20
מיירון,M,Jewish,20
לזרו,M,Jewish,20
לטיפה,F,Druze,20
ניהאד,M,Druze,20
כרולין,F,Christian-Arab,20
ריהאן,F,Druze,20
נוח'ה,F,Muslim,20
בית,F,Jewish,20
מרגריט,F,Christian-Arab,20
ג'ומאנא,F,Muslim,20
אגי,F,Jewish,20
מליק,M,Jewish,20
בחטיאר,M,Jewish,20
שוהרה,F,Jewish,20
דריה,F,Muslim,20
עתידה,F,Jewish,20
עתיי,M,Jewish,20
דשה,F,Jewish,20
איוואן,M,Druze,20
מורן,F,Christian-Arab,20
נידה,F,Muslim,20
נידא,F,Christian-Arab,20
כרמלה,F,Christian-Arab,20
סאי,M,Jewish,20
ראף,F,Muslim,20
אילחם,M,Jewish,20
בילאסאן,F,Muslim,20
אלאנורה,F,Jewish,20
ריואן,F,Muslim,20
וג'די,M,Christian-Arab,20
עיישה,F,Jewish,20
גרוב,F,Muslim,20
ז'וליה,F,Jewish,20
ז'וליאן,M,Jewish,20
סטיבן,M,Christian-Arab,20
אוריאנה,F,Muslim,20
גפראן,F,Muslim,20
נר,M,Jewish,20
שרי,M,Jewish,20
ראז,M,Druze,20
לוקס,M,Christian-Arab,20
לוצ'יה,F,Jewish,20
סלווין,M,Jewish,20
אמיליה,F,Christian-Arab,20
רייאן,M,Druze,20
אמנדה,F,Muslim,20
אמלמל,F,Jewish,20
סוויטלנה,F,Jewish,20
סאעד,M,Muslim,20
עדלא,F,Muslim,20
חפידה,F,Muslim,20
מרה,M,Jewish,20
ג'והינה,F,Druze,20
ג'ויל,F,Muslim,20
סאיר,M,Muslim,20
זוהרי,M,Muslim,20
סקרלט,F,Jewish,20
סילאן,F,Druze,20
חגלה,F,Druze,20
טייסיר,M,Muslim,20
פרמרז,M,Jewish,20
גיאורג,M,Jewish,20
גיאה,F,Jewish,20
גיית,M,Druze,20
עבד,M,Jewish,20
ילינה,F,Jewish,20
מוסלח,M,Druze,20
בלור,F,Jewish,20
לוסיין,M,Jewish,20
פאחר,M,Muslim,20
קלימו,M,Jewish,20
ג'אנית,F,Muslim,20
שי-שמעון,M,Jewish,20
מורגן,M,Jewish,20
בן-עמי,M,Jewish,20
בן-אור,M,Jewish,20
אבטיסאם,F,Muslim,20
וואס,M,Muslim,20
אלהין,M,Jewish,20
אלקו,M,Jewish,20
מארינה,F,Christian-Arab,20
ריצ'ל,F,Jewish,20
תירזה,F,Jewish,20
דסלאי,M,Jewish,20
לאורנס,F,Jewish,20
לאונטי,M,Jewish,20
שוני,F,Jewish,20
מרזוקה,F,Muslim,20
נוראן,F,Druze,20
ויקי,F,Christian-Arab,20
ויקטורין,F,Jewish,20
מהרטה,F,Jewish,20
מאריוס,M,Christian-Arab,20
תאליה,F,Druze,20
מאריבל,F,Christian-Arab,20
יסניה,F,Jewish,20
שמילה,F,Jewish,20
גנוה,F,Druze,20
מהללאל,M,Jewish,20
טוליפ,F,Druze,20
קלמי,F,Jewish,20
זולאי,F,Jewish,20
חוזימה,F,Muslim,20
סיראג',M,Christian-Arab,20
ריקי,M,Jewish,20
טלאע,M,Muslim,20
וובעלם,F,Jewish,20
מים,F,Jewish,20
ריתאל,F,Druze,20
מג'דולין,F,Christian-Arab,20
תאניה,F,Christian-Arab,20
וויויאן,F,Jewish,20
נוראן,M,Muslim,20
נוריאן,F,Muslim,20
דנטה,M,Jewish,20
בסימה,F,Druze,20
לוי-יצחק,M,Jewish,20
שועאע,F,Christian-Arab,20
עומרן,M,Muslim,20
רנאן,M,Muslim,20
מדעאן,M,Muslim,20
משעל,M,Muslim,20
מישלי,F,Jewish,20
מתניה,F,Jewish,20
חיה-שרה,F,Jewish,20
סיוזנה,F,Jewish,20
סאלם,F,Muslim,20
איטן,F,Jewish,20
וירוניקה,F,Jewish,20
חסיד,M,Jewish,20
חסיבה,F,Muslim,20
קרימאן,F,Muslim,20
מופדי,M,Muslim,20
וודיטו,F,Jewish,20
מוכיד,M,Muslim,20
הימן,M,Muslim,20
עלמצהאי,F,Jewish,20
ליס,F,Jewish,20
אסמעין,M,Muslim,20
אסמרלדה,F,Jewish,20
שאנה,F,Muslim,20
שנדי,F,Jewish,20
מת'יו,M,Jewish,20
אב,M,Jewish,20
שורי,F,Jewish,20
טגה,F,Jewish,20
עאתקה,F,Muslim,20
עבדאלראוף,M,Muslim,20
גלנאר,F,Muslim,20
תפחה,F,Jewish,20
חיאת,F,Christian-Arab,19
תרואת,F,Muslim,19
אללי,M,Jewish,19
אלנורה,F,Jewish,19
טירינגו,F,Jewish,19
חודאיפה,M,Muslim,19
אבי-חי,M,Jewish,19
רעד,M,Druze,19
מבראטו,M,Jewish,19
גיל-לי,F,Jewish,19
ימי,M,Jewish,19
ילק,M,Jewish,19
גילאת,F,Jewish,19
גימס,M,Jewish,19
אזאל,F,Muslim,19
גייס,M,Muslim,19
תחיה,F,Muslim,19
תאמיר,M,Muslim,19
פאתינה,F,Christian-Arab,19
קרולינה,F,Christian-Arab,19
מופלח,M,Druze,19
לוגן,M,Jewish,19
ולנטינה,F,Muslim,19
טולאי,F,Muslim,19
נזירה,F,Christian-Arab,19
ברתוקן,F,Jewish,19
סיזר,M,Christian-Arab,19
דינור,M,Jewish,19
יוזפינה,F,Jewish,19
סאלין,F,Muslim,19
איילאו,M,Jewish,19
איילה,M,Jewish,19
איילן,F,Jewish,19
ברנדי,F,Jewish,19
נורהאן,F,Druze,19
נוריהאן,F,Muslim,19
בקלו,M,Jewish,19
קרם,F,Muslim,19
אג'וד,M,Muslim,19
מייסה,F,Druze,19
מייסון,M,Jewish,19
אופלי,F,Jewish,19
אוסימה,F,Muslim,19
דילארה,F,Muslim,19
ג'אוד,M,Muslim,19
לאנא,F,Muslim,19
קלרין,F,Jewish,19
ג'אמיל,M,Muslim,19
קרביש,F,Jewish,19
נושין,F,Jewish,19
איינו,M,Jewish,19
סיידה,F,Muslim,19
זיגי,M,Jewish,19
אייריס,F,Jewish,19
מורגאנה,F,Muslim,19
ג'אנין,F,Jewish,19
פדיל,M,Christian-Arab,19
ג'בר,M,Christian-Arab,19
זוליה,F,Jewish,19
לאלה,F,Jewish,19
ולאדיסלב,M,Jewish,19
וירא,F,Christian-Arab,19
ראבאל,M,Muslim,19
דנילו,M,Jewish,19
דמלאש,M,Jewish,19
פארג',M,Muslim,19
ראיפה,F,Druze,19
ראין,M,Druze,19
אוני,M,Jewish,19
אוסאיד,M,Muslim,19
פאולו,M,Christian-Arab,19
סנייה,F,Muslim,19
סנתיא,F,Christian-Arab,19
חניטל,F,Jewish,19
חפצי-בה,F,Jewish,19
סידרא,F,Druze,19
ג'די,M,Christian-Arab,19
ג'די,M,Druze,19
קלארה,F,Jewish,19
דסלה,M,Jewish,19
פאטינה,F,Muslim,19
דניו,M,Jewish,19
ראמא,F,Christian-Arab,19
אילדיקו,F,Jewish,19
אילהם,F,Muslim,19
ביזואיהו,F,Jewish,19
ראנם,M,Muslim,19
כרמלה,F,Muslim,19
ממויה,M,Jewish,19
כתר,M,Jewish,19
ג'ויסי,F,Jewish,19
ג'וליאנוס,M,Christian-Arab,19
ג'ווד,M,Muslim,19
ניאז,M,Muslim,19
פאוזיה,F,Christian-Arab,19
סילאר,F,Muslim,19
שומוע,F,Muslim,19
בכורה,F,Jewish,19
מונעם,M,Christian-Arab,19
ראשל,F,Druze,19
בזואיהו,F,Jewish,19
בזונש,F,Jewish,19
קיאן,M,Jewish,19
קיאנו,M,Jewish,19
ג'ון,F,Muslim,19
ג'ונאס,M,Jewish,19
ג'ולן,M,Muslim,19
ג'וליו,M,Jewish,19
כרמיה,F,Jewish,19
ניגינה,F,Jewish,19
איוואן,M,Muslim,19
ביניאם,M,Jewish,19
ראין,M,Jewish,19
ראמין,M,Jewish,19
ניהאי,F,Druze,19
דיאלא,F,Druze,19
יונונה,F,Jewish,19
לטיף,M,Jewish,19
רג'א,F,Christian-Arab,19
בהייה,F,Druze,19
זין,M,Muslim,19
מיריאם,F,Muslim,19
בהזאד,M,Jewish,19
דוריד,M,Muslim,19
דורן,F,Jewish,19
כרימה,F,Druze,19
ג'ופראן,F,Muslim,19
ראסל,M,Muslim,19
מליס,F,Jewish,19
חנה,M,Jewish,19
הגוס,M,Jewish,19
ליאורית,F,Jewish,19
סביחה,F,Jewish,19
ויטוריה,F,Jewish,19
עדליה,F,Muslim,19
בהמן,M,Jewish,19
בהאאלדין,M,Muslim,19
רג'יד,M,Muslim,19
רגא,M,Druze,19
רגדא,F,Muslim,19
מוניף,M,Druze,19
שימרון,M,Jewish,19
ניהאיה,F,Christian-Arab,19
כנז,F,Muslim,19
דוקאן,M,Druze,19
קורנל,M,Jewish,19
שדואן,M,Muslim,19
שהד,M,Druze,19
שד'א,F,Muslim,19
באטריסה,F,Jewish,19
ענה-אל,F,Jewish,19
כנען,F,Jewish,19
עגור,M,Jewish,19
ונטורה,F,Jewish,19
ג'ילאן,F,Druze,19
מרגורי,F,Jewish,19
מרגיט,F,Jewish,19
איד,M,Muslim,19
אילריון,M,Jewish,19
באנצ'יאמלק,F,Jewish,19
ליאורי,M,Jewish,19
יבלטל,M,Jewish,19
רואבי,F,Muslim,19
את'יר,F,Muslim,19
אתגר,F,Jewish,19
חמיד,M,Druze,19
חמידי,M,Muslim,19
זכיה,F,Christian-Arab,19
מיצ'ל,M,Jewish,19
יוסף-חי,M,Jewish,19
דולורס,F,Jewish,19
קוטייבה,M,Muslim,19
ג'מבר,M,Jewish,19
זהוה,F,Muslim,19
קוסטה,M,Christian-Arab,19
קורוש,M,Jewish,19
הדסי,F,Jewish,19
עראם,F,Muslim,19
אבלין,F,Muslim,19
עסיל,F,Muslim,19
מונאיה,F,Druze,19
ליהב,M,Jewish,19
ארתורו,M,Jewish,19
תדסה,M,Jewish,19
דומיאנא,F,Christian-Arab,19
סאבין,F,Muslim,19
קבלאן,M,Druze,19
מראן,F,Muslim,19
מרבאת,F,Muslim,19
ג'נינה,F,Jewish,19
ג'מלה,F,Muslim,19
מילא,F,Jewish,19
אוטיליה,F,Jewish,19
רואד,F,Muslim,19
תאג,M,Muslim,19
טיאה,F,Jewish,19
ליזר,M,Jewish,19
ליזת,F,Jewish,19
רוואנד,F,Muslim,19
שירהאן,F,Muslim,19
מזיונה,F,Muslim,19
איאנאו,M,Jewish,19
סאאידה,F,Muslim,19
סרקאלם,F,Jewish,19
סרקיס,M,Christian-Arab,19
קבה,F,Jewish,19
מנחם-מענדל,M,Jewish,19
רוברטו,M,Christian-Arab,19
ארם,M,Druze,19
אריאן,M,Muslim,19
מויסר,F,Druze,19
סימאא,F,Muslim,19
ויוריקה,F,Jewish,19
תאהר,M,Muslim,19
אבניאל,M,Jewish,19
רוזי,M,Druze,19
אצ'נפה,M,Jewish,19
עאביר,F,Muslim,19
וסוולוד,M,Jewish,19
וסאם,F,Christian-Arab,19
ניסרין,F,Druze,19
אטקה,M,Jewish,19
איאט,F,Muslim,19
לייה,F,Muslim,19
אראלי,M,Jewish,19
סן,M,Jewish,19
סדאן,F,Muslim,19
ליליאנה,F,Muslim,19
לילין,F,Jewish,19
אסרבב,F,Jewish,19
אסצ'אלו,M,Jewish,19
שיריהאן,F,Muslim,19
מזן,F,Muslim,19
וסאם,F,Druze,19
אגניהו,F,Jewish,19
אגסאן,F,Muslim,19
אינרה,F,Jewish,19
הינדא,F,Muslim,19
יאייש,F,Jewish,19
הימאן,F,Muslim,19
הימאן,M,Muslim,19
מריתא,F,Christian-Arab,19
אגריה,F,Jewish,19
ישיאמבט,F,Jewish,19
צורישדי,M,Jewish,19
ישמח,M,Jewish,19
ציפיה,F,Jewish,19
זאידה,F,Druze,19
סטרנא,F,Jewish,19
עאדלה,F,Muslim,19
זאכי,M,Druze,19
אסצ'לו,M,Jewish,19
תהאני,F,Druze,19
סולפה,F,Muslim,19
שאני,F,Jewish,19
לינאר,F,Muslim,19
רומיסא,F,Muslim,19
תדי,M,Jewish,19
רוניאל,F,Jewish,19
שאוכאת,M,Muslim,19
ליסיה,F,Jewish,19
טרנה,F,Jewish,19
הליל,M,Muslim,19
זקלין,F,Muslim,19
זר,F,Jewish,19
זרבאיל,M,Jewish,19
אביעוז,M,Jewish,19
טרין,F,Jewish,19
המיה,F,Jewish,19
אטליה,F,Jewish,19
סטצ'ין,F,Jewish,19
זאד,M,Muslim,19
זאהיה,F,Muslim,19
אגרון,M,Jewish,19
ז'ניפר,F,Jewish,19
מוטי-מרדכי,M,Jewish,19
עלוית,F,Jewish,19
טריז,F,Christian-Arab,19
ללא,M,Jewish,19
רועית,F,Jewish,19
סמאח,M,Muslim,19
ירינה,F,Jewish,19
צוראל,M,Jewish,19
דאוד,M,Jewish,19
מחיסן,M,Muslim,19
אטיל,F,Jewish,19
פכרייה,F,Muslim,19
אבילין,F,Jewish,19
אסמאהן,F,Muslim,19
ליפמן,M,Jewish,19
לקמאן,M,Muslim,19
לסיה,F,Jewish,19
אודין,M,Jewish,19
אודית,F,Jewish,19
טקלו,F,Jewish,19
זרפה,F,Jewish,19
רופאידה,F,Muslim,19
אירווין,M,Jewish,19
עביידה,M,Muslim,19
יחזקיאל,M,Jewish,19
מסעודה,F,Muslim,19
אטאקילט,F,Jewish,19
מיראן,F,Druze,19
סטין,M,Jewish,19
טארג,M,Muslim,19
סטן,M,Jewish,19
הריס,M,Jewish,19
רחימה,F,Muslim,19
רחמי,F,Muslim,19
אנדריא,M,Christian-Arab,19
וונדה,M,Jewish,19
מספן,M,Jewish,19
שניאור-זלמן,M,Jewish,19
גרמן,F,Jewish,19
ירד,M,Jewish,19
גונזלו,M,Jewish,19
ירום,F,Jewish,19
צגנש,F,Jewish,19
אישטבן,M,Jewish,19
מנוה,F,Druze,19
לנון,M,Jewish,19
חאליד,M,Muslim,19
רקאל,F,Jewish,19
נארם,F,Muslim,19
מאווה,F,Jewish,19
אנג'לינא,F,Christian-Arab,19
אנגלו,M,Jewish,19
אודי,M,Muslim,19
וידי,F,Jewish,19
מאזין,M,Muslim,19
גרי,F,Jewish,19
גקלין,F,Muslim,19
צ'יקו,M,Jewish,19
צ'לה,M,Jewish,19
טסרו,F,Jewish,19
תמיר,M,Christian-Arab,19
הריסון,M,Jewish,19
הרבה,M,Jewish,19
וג'דאן,M,Druze,19
טנגוט,F,Jewish,19
מאיכל,M,Christian-Arab,19
אמת,M,Jewish,19
אלאן,F,Muslim,19
אדורד,M,Jewish,19
אדיל,F,Jewish,19
פרנקו,M,Christian-Arab,19
גורוב,F,Muslim,19
גזלה,F,Jewish,19
גורית,F,Jewish,19
גורן,F,Jewish,19
ריבר,M,Jewish,19
ואדיע,M,Muslim,19
מנהלו,F,Jewish,19
סללאם,M,Muslim,19
אמזר,M,Jewish,19
רימונה,F,Christian-Arab,19
מאמון,M,Druze,19
אמסאלו,M,Jewish,19
סוואר,F,Druze,19
סוהל,M,Christian-Arab,19
וג'ד,M,Christian-Arab,19
אמנדין,F,Jewish,19
סלימאן,M,Muslim,19
אזל,M,Druze,19
גסי,M,Jewish,19
שניאל,F,Jewish,19
מיגן,F,Jewish,19
סטי,F,Jewish,19
מלקמה,F,Jewish,19
טמסגין,M,Jewish,19
אלול,F,Jewish,19
ריף,M,Muslim,19
ריתאב,F,Muslim,19
וואלא,F,Muslim,19
וואפא,F,Muslim,19
וובו,M,Jewish,19
עטלה,M,Muslim,19
ריני,F,Jewish,19
אלרעי,M,Jewish,19
רינתה,F,Jewish,19
אורייתא,F,Jewish,19
יעלת-חן,F,Jewish,19
שלמה,M,Druze,19
סלימן,M,Jewish,19
טללו,F,Jewish,19
ווסן,F,Jewish,19
רמונד,M,Jewish,19
רנד,F,Druze,19
טינה,F,Christian-Arab,19
סולטאנה,F,Druze,19
גליקא,F,Jewish,19
ורדי,M,Jewish,19
טגב,F,Jewish,19
רמון,F,Jewish,19
תבאת,F,Muslim,19
טילדה,F,Jewish,19
עורוא,M,Muslim,19
נאג'ם,F,Muslim,19
רלוקה,F,Jewish,19
אלמקן,M,Jewish,19
מג'דל,F,Muslim,19
מג'ידה,F,Muslim,19
לואיזה,F,Christian-Arab,19
בריל,F,Jewish,19
סיתה,F,Muslim,19
חיזגיל,M,Jewish,19
אליאת,F,Jewish,19
אלידן,M,Jewish,19
אליוסף,M,Jewish,19
שמש,M,Jewish,19
שנדל,F,Jewish,19
עזאת,M,Christian-Arab,19
מגולי,F,Jewish,19
אלירון,F,Jewish,19
מדנקיה,F,Jewish,19
מדליין,F,Muslim,19
אלינא,F,Jewish,19
רמינה,F,Jewish,19
פדל,M,Christian-Arab,18
פדל,M,Druze,18
חסן,M,Jewish,18
קית,M,Jewish,18
ג'אנט,F,Muslim,18
ולא,M,Druze,18
מסאל,F,Muslim,18
עזאל,F,Muslim,18
סירה,F,Muslim,18
ימרוט,F,Jewish,18
פרדי,M,Christian-Arab,18
גמיעאן,M,Muslim,18
סורל,M,Jewish,18
רנתה,F,Jewish,18
לאקה,M,Jewish,18
פהימה,F,Druze,18
דיויד,M,Christian-Arab,18
סאלאם,F,Muslim,18
אוקסנה,F,Muslim,18
שרביל,M,Christian-Arab,18
סערי,F,Jewish,18
חסן,F,Druze,18
שרה-שרית,F,Jewish,18
שרהלה,F,Jewish,18
גלאדיס,F,Christian-Arab,18
עבאס,M,Druze,18
סחלב,F,Jewish,18
טבלט,F,Jewish,18
חיי,F,Jewish,18
ולאדה,F,Jewish,18
טויה,F,Jewish,18
זולפיה,F,Jewish,18
קן,M,Jewish,18
נזמיה,F,Druze,18
מרדוש,M,Jewish,18
ניאל,F,Muslim,18
כתרינא,F,Christian-Arab,18
חפיזה,F,Druze,18
אייאיו,M,Jewish,18
נזיקו,F,Jewish,18
לבב,F,Jewish,18
לדיסלאו,M,Jewish,18
רישר,M,Jewish,18
מגדולין,F,Christian-Arab,18
יניל,M,Druze,18
גית,M,Druze,18
גיצא,F,Jewish,18
גלאל,M,Jewish,18
מעזוז,M,Muslim,18
אורני,M,Jewish,18
גינאת,F,Muslim,18
תאריד,F,Muslim,18
אואן,F,Muslim,18
עבדאלמגיד,M,Muslim,18
גילן,M,Jewish,18
פראת,F,Muslim,18
פרבנה,F,Jewish,18
פרג'ה,F,Muslim,18
אלחארת,M,Muslim,18
נאגי,M,Jewish,18
אלן,M,Druze,18
סוכאינה,F,Muslim,18
תאניה,F,Muslim,18
תאסיר,M,Muslim,18
נזילה,F,Jewish,18
נזימה,F,Jewish,18
פהמי,M,Christian-Arab,18
ממוס,M,Jewish,18
כרסטין,F,Christian-Arab,18
ג'וליא,F,Druze,18
מוקי,M,Jewish,18
סעדי,M,Jewish,18
סיוואר,F,Druze,18
דלילה,F,Druze,18
דלין,F,Druze,18
תאסנים,F,Muslim,18
ווגיהה,F,Muslim,18
סלביה,F,Christian-Arab,18
חוור,F,Muslim,18
תסאהיל,F,Muslim,18
פרטונה,F,Jewish,18
מימה,F,Jewish,18
מילכו,F,Jewish,18
אלקסיה,F,Jewish,18
תורכיה,F,Druze,18
ילאק,M,Jewish,18
אלורא,F,Muslim,18
ריפאן,F,Muslim,18
ריפעה,F,Muslim,18
